## FlyBase Signaling Pathways report
## Generated: Mon Nov 24 14:13:21 2025
## Using chado datasource: dbi:Pg:dbname=fb_2025_05_reporting;host=flysql25;port=5432

## Where groups are arranged into hierarchies, note that:
## i) the member genes are only associated with the terminal subgroups
## ii) the immediate parent of any subgroup is identified in the 'Parent_FB_group_id' and 'Parent_FB_group_symbol' columns

# FB_group_id	FB_group_symbol	FB_group_name	Parent_FB_group_id	Parent_FB_group_symbol	Group_member_FB_gene_id	Group_member_FB_gene_symbol
FBgg0000934	TORS	TORSO SIGNALING PATHWAY				
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0015286	Rala
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0034158	RalGPS
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0026376	Rgl
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0036448	mop
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0264959	Src42A
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0016756	Usp47
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0262405	mir-998
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0262451	mir-ban
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0262370	mir-7
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0033266	Socs44A
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0023214	edl
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0262733	Src64B
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0283469	Vps4
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0031745	rau
FBgg0000956	EGFR-P	POSITIVE REGULATORS OF EGFR SIGNALING PATHWAY	FBgg0000958	EGFR-RTK	FBgn0086779	step
FBgg0001562	TNF-N	NEGATIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0040078	pont
FBgg0001562	TNF-N	NEGATIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0035437	Strip
FBgg0001562	TNF-N	NEGATIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0011297	Alg3
FBgg0001562	TNF-N	NEGATIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0030674	HUWE1
FBgg0001562	TNF-N	NEGATIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0243512	puc
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0004636	Rap1
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0264324	spg
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0265778	PDZ-GEF
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0264959	Src42A
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0262733	Src64B
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0016756	Usp47
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0000414	Dab
FBgg0000938	SEVL-P	POSITIVE REGULATORS OF SEVENLESS SIGNALING PATHWAY	FBgg0000941	SEVL	FBgn0290416	mask
FBgg0000975	PVR-P	POSITIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0015024	CkIalpha
FBgg0000978	HH-SMO	HEDGEHOG SIGNALING PATHWAY				
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0015402	ksr
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0003079	Raf
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0003366	sev
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0000382	csw
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0003870	ttk
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0286070	cnk
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0003118	pnt
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0001965	Sos
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0013725	phyl
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0010269	Dsor1
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0016794	dos
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0003256	rl
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0000097	aop
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0003205	Ras85D
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0000206	boss
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0004638	drk
FBgg0000935	SEVL-C	SEVENLESS SIGNALING PATHWAY CORE COMPONENTS	FBgg0000941	SEVL	FBgn0003410	sina
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262419	mir-277
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262436	mir-310
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262178	mir-981
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0260936	scny
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0003023	otu
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0040011	Slmap
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0033327	PGRP-SC1b
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0062961	lncRNA:CR33942
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0032210	CYLD
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0017424	asRNA:CR11538
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0037906	PGRP-LB
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0039214	puf
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262453	mir-275
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0035977	PGRP-LF
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262402	mir-311
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0033199	ima
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0028541	TM9SF4
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262407	mir-308
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0031317	Charon
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262441	mir-313
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262373	mir-9a
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0025637	SkpA
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0019972	Drice
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0040475	SH3PX1
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0043576	PGRP-SC1a
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0032880	TM9SF2
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0010602	lwr
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0031187	Usp2
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0037734	trbd
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0015509	Cul1
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262656	Myc
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0003612	Su(var)2-10
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0000158	bam
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0283468	slmb
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0034068	casp
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0243512	puc
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0023177	Pp4-19C
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262450	mir-312
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0034647	pirk
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0030208	PPP4R2r
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0043575	PGRP-SC2
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0024555	flfl
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0262378	mir-317
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0001197	His2Av
FBgg0001196	IMD-N	NEGATIVE REGULATORS OF IMD SIGNALING PATHWAY	FBgg0001194	IMD	FBgn0260866	dnr1
FBgg0000974	PVR-N	NEGATIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0004370	Ptp10D
FBgg0000974	PVR-N	NEGATIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0267824	PRAS40
FBgg0000974	PVR-N	NEGATIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0004368	Ptp4E
FBgg0000974	PVR-N	NEGATIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0005198	gig
FBgg0000974	PVR-N	NEGATIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0290397	Tsc1
FBgg0000974	PVR-N	NEGATIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0267487	Ptp61F
FBgg0000974	PVR-N	NEGATIVE REGULATORS OF PVR SIGNALING PATHWAY	FBgg0000972	PVR-RTK	FBgn0004390	RasGAP1
FBgg0000913	SWH-C	HIPPO SIGNALING PATHWAY CORE COMPONENTS	FBgg0000917	SWH	FBgn0034970	yki
FBgg0000913	SWH-C	HIPPO SIGNALING PATHWAY CORE COMPONENTS	FBgg0000917	SWH	FBgn0053193	sav
FBgg0000913	SWH-C	HIPPO SIGNALING PATHWAY CORE COMPONENTS	FBgg0000917	SWH	FBgn0038965	mats
FBgg0000913	SWH-C	HIPPO SIGNALING PATHWAY CORE COMPONENTS	FBgg0000917	SWH	FBgn0034646	Rae1
FBgg0000913	SWH-C	HIPPO SIGNALING PATHWAY CORE COMPONENTS	FBgg0000917	SWH	FBgn0261456	hpo
FBgg0000913	SWH-C	HIPPO SIGNALING PATHWAY CORE COMPONENTS	FBgg0000917	SWH	FBgn0011739	wts
FBgg0000972	PVR-RTK	PVR SIGNALING PATHWAY				
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0003371	sgg
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0262450	mir-312
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0039054	Cow
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0039282	Bili
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0036180	Duba
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0263240	Coop
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0050418	nord
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0004839	otk
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0015589	Apc
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0015509	Cul1
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0000097	aop
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0015024	CkIalpha
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0029123	SoxN
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0283468	slmb
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0013725	phyl
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0026597	Axn
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0003041	pbl
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0262436	mir-310
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0039110	RanBP3
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0261617	nej
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0001139	gro
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0011692	pav
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0261565	Lmpt
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0011817	nmo
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0025638	Roc1a
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0261524	lic
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0030674	HUWE1
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0022764	Sin3A
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0044028	Notum
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0286784	TER94
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0033438	Mmp2
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0026598	Apc2
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0262432	mir-8
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0262402	mir-311
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0002945	nkd
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0086356	tum
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0025637	SkpA
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0262441	mir-313
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0040271	Sulf1
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0000524	dx
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0025781	Cdc16
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0020496	CtBP
FBgg0000891	WNT-TCFN	NEGATIVE REGULATORS OF WNT-TCF SIGNALING PATHWAY	FBgg0000889	WNT-TCF	FBgn0014020	Rho1
FBgg0000910	INS	INSULIN-LIKE RECEPTOR SIGNALING PATHWAY				
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0013725	phyl
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0001139	gro
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0000382	csw
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0286070	cnk
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0001965	Sos
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0003731	Egfr
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0015402	ksr
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0003079	Raf
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0003984	vn
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0262582	cic
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0003205	Ras85D
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0015296	Shc
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0030096	Zpr1
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0263933	ebi
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0040068	Vav
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0010269	Dsor1
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0003870	ttk
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0052179	Krn
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0003118	pnt
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0005672	spi
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0004638	drk
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0050476	ave
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0000097	aop
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0003256	rl
FBgg0000951	EGFR-C	EGFR SIGNALING PATHWAY CORE COMPONENTS	FBgg0000958	EGFR-RTK	FBgn0001137	grk
FBgg0001194	IMD	IMD SIGNALING PATHWAY				
FBgg0000881	JAKSTAT-C	JAK-STAT SIGNALING PATHWAY CORE COMPONENTS	FBgg0000883	JAKSTAT	FBgn0262579	Sarm
FBgg0000881	JAKSTAT-C	JAK-STAT SIGNALING PATHWAY CORE COMPONENTS	FBgg0000883	JAKSTAT	FBgn0043903	dome
FBgg0000881	JAKSTAT-C	JAK-STAT SIGNALING PATHWAY CORE COMPONENTS	FBgg0000883	JAKSTAT	FBgn0016917	Stat92E
FBgg0000881	JAKSTAT-C	JAK-STAT SIGNALING PATHWAY CORE COMPONENTS	FBgg0000883	JAKSTAT	FBgn0004864	hop
FBgg0000881	JAKSTAT-C	JAK-STAT SIGNALING PATHWAY CORE COMPONENTS	FBgg0000883	JAKSTAT	FBgn0030904	upd2
FBgg0000881	JAKSTAT-C	JAK-STAT SIGNALING PATHWAY CORE COMPONENTS	FBgg0000883	JAKSTAT	FBgn0004956	upd1
FBgg0000881	JAKSTAT-C	JAK-STAT SIGNALING PATHWAY CORE COMPONENTS	FBgg0000883	JAKSTAT	FBgn0053542	upd3
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0284421	Psn
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0053198	pen-2
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0039234	Nct
FBgg0001064	NTCH-C	NOTCH SIGNALING PATHWAY CORE COMPONENTS	FBgg0001068	NTCH	FBgn0259984	kuz
